NTS_TILE, NAME, XMIN_LONG, YMAX_LAT
049F03, " ", -87, 78.25
049F04, " ", -88, 78.25
049F05, " ", -88, 78.5
049F06, " ", -87, 78.5
049F07, " ", -86, 78.5
049F08, " ", -85, 78.5
049F09, " ", -85, 78.75
049F10, " ", -86, 78.75
049F11, " ", -87, 78.75
049F12, " ", -88, 78.75
049F13, " ", -88, 79
049F14, " ", -87, 79
049F15, " ", -86, 79
049F16, " ", -85, 79
049G01, " ", -85, 79.25
049G02, " ", -86, 79.25
049G03, " ", -87, 79.25
049G04, " ", -88, 79.25
049G05, " ", -88, 79.5
049G06, " ", -87, 79.5
049G07, " ", -86, 79.5
049G08, " ", -85, 79.5
049G09, " ", -85, 79.75
049G10, "Depot Point", -86, 79.75
049G11, " ", -87, 79.75
049G12, "Mokka Fiord", -88, 79.75
049G13, "Gibs Fiord", -88, 80
049G14, "Hare Cape", -87, 80
049G15, Eureka, -86, 80
049G16, "Slidre River", -85, 80
049H01, " ", -81, 79.25
049H02, " ", -82, 79.25
049H03, " ", -83, 79.25
049H04, " ", -84, 79.25
049H05, " ", -84, 79.5
049H06, " ", -83, 79.5
049H07, " ", -82, 79.5
049H08, " ", -81, 79.5
049H09, " ", -81, 79.75
049H10, " ", -82, 79.75
049H11, " ", -83, 79.75
049H12, " ", -84, 79.75
049H13, " ", -84, 80
049H14, " ", -83, 80
049H15, " ", -82, 80
049H16, " ", -81, 80
052A03, "Jarvis River", -89.5, 48.25
052A04, "Pigeon River", -90, 48.25
052A05, "Kakabeka Falls", -90, 48.5
052A06, "Thunder Bay", -89.5, 48.5
052A07, "Thunder Cape", -89, 48.5
052A08, "Shaganash Island", -88.5, 48.5
052A09, "Shesheeb Bay", -88.5, 48.75
052A10, Loon, -89, 48.75
052A11, "Onion Lake", -89.5, 48.75
052A12, Sunshine, -90, 48.75
052A13, Raith, -90, 49
052A14, "East Bay", -89.5, 49
052A15, "Greenwich Lake", -89, 49
052A16, "Red Rock", -88.5, 49
052B01, "Arrow Lake", -90.5, 48.25
052B02, "Saganaga Lake", -91, 48.25
052B03, "Knife Lake", -91.5, 48.25
052B04, "Basswood Lake", -92, 48.25
052B05, "Poohbah Lake", -92, 48.5
052B06, "Kawnipi Lake", -91.5, 48.5
052B07, "Mowe Lake", -91, 48.5
052B08, "Marks Lake", -90.5, 48.5
052B09, Shebandowan, -90.5, 48.75
052B10, "Burchell Lake", -91, 48.75
052B11, "Pickerel Lake", -91.5, 48.75
052B12, "Quetico Lake", -92, 48.75
052B13, Atikokan, -92, 49
052B14, Sapawe, -91.5, 49
052B15, "Bedivere Lake", -91, 49
052B16, Savanne, -90.5, 49
052C01, "Part Of 052C08", -92.5, 48.25
052C07, "Namakan Lake", -93, 48.5
052C08, "Lac La Croix", -92.5, 48.5
052C09, "Pipe Lake", -92.5, 48.75
052C10, "Seine Bay", -93, 48.75
052C11, "Fort Frances", -93.5, 48.75
052C12, Emo, -94, 48.75
052C13, "Northwest Bay", -94, 49
052C14, "Mainville Lake", -93.5, 49
052C15, "Mine Centre", -93, 49
052C16, "Manion Lake", -92.5, 49
052D09, Pinewood, -94.5, 48.75
052D10, "Part Of 052D15", -95, 48.75
052D15, "Rainy River", -95, 49
052D16, "Arbor Vitae", -94.5, 49
052E01, Morson, -94.5, 49.25
052E02, "Big Island", -95, 49.25
052E03, "Buffalo Bay", -95.5, 49.25
052E04, Sprague, -96, 49.25
052E05, "Whitemouth River", -96, 49.5
052E06, "Berry Point", -95.5, 49.5
052E07, "Falcon Island", -95, 49.5
052E08, "Sioux Narrows", -94.5, 49.5
052E09, "Longbow Lake", -94.5, 49.75
052E10, "Clearwater Bay", -95, 49.75
052E11, "Falcon Lake", -95.5, 49.75
052E12, Mcmunn, -96, 49.75
052E13, Whitemouth, -96, 50
052E14, "Caddy Lake", -95.5, 50
052E15, Keewatin, -95, 50
052E16, Kenora, -94.5, 50
052F01, "Pekagoning Lake", -92.5, 49.25
052F02, "Entwine Lake", -93, 49.25
052F03, "Harris Lake", -93.5, 49.25
052F04, "Kakagi Lake", -94, 49.25
052F05, "Caviar Lake", -94, 49.5
052F06, "Lawrence Lake", -93.5, 49.5
052F07, "Upper Manitou Lake", -93, 49.5
052F08, "Stormy Lake", -92.5, 49.5
052F09, Dyment, -92.5, 49.75
052F10, Wabigoon, -93, 49.75
052F11, "Osbourne Bay", -93.5, 49.75
052F12, "Dryberry Lake", -94, 49.75
052F13, "Feist Lake", -94, 50
052F14, "Vermilion Bay", -93.5, 50
052F15, Dryden, -93, 50
052F16, "Big Sandy Lake", -92.5, 50
052G01, Upsala, -90.5, 49.25
052G02, "Firesteel River", -91, 49.25
052G03, "Gulliver Lake", -91.5, 49.25
052G04, "White Otter Lake", -92, 49.25
052G05, Ignace, -92, 49.5
052G06, Bonheur, -91.5, 49.5
052G07, "Petry River", -91, 49.5
052G08, "Pakashkan Lake", -90.5, 49.5
052G09, "Empire Lake", -90.5, 49.75
052G10, "Shikag Lake", -91, 49.75
052G11, Mattabi, -91.5, 49.75
052G12, "Mameigwess Lake", -92, 49.75
052G13, Yonde, -92, 50
052G14, Valora, -91.5, 50
052G15, "Glitter Lake", -91, 50
052G16, "Harmon Lake", -90.5, 50
052H01, Nipigon, -88.5, 49.25
052H02, "Shillabeer Lake", -89, 49.25
052H03, "Eaglehead Lake", -89.5, 49.25
052H04, "Lac Des Iles", -90, 49.25
052H05, "Armistice Lake", -90, 49.5
052H06, "Cheeseman Lake", -89.5, 49.5
052H07, "Black Sturgeon Lake", -89, 49.5
052H08, "Orient Bay", -88.5, 49.5
052H09, "Shakespeare Island", -88.5, 49.75
052H10, "Grand Bay", -89, 49.75
052H11, "Kabitotikwia Lake", -89.5, 49.75
052H12, "Holinshead Lake", -90, 49.75
052H13, "Uneven Lake", -90, 50
052H14, "Gull Bay", -89.5, 50
052H15, "Kelvin Island", -89, 50
052H16, "Livingstone Point", -88.5, 50
052I01, "Ombabika Bay", -88.5, 50.25
052I02, "Castle Lake", -89, 50.25
052I03, "Wigwasan Lake", -89.5, 50.25
052I04, "Aldridge Lake", -90, 50.25
052I05, "Onamakawash Lake", -90, 50.5
052I06, Armstrong, -89.5, 50.5
052I07, "Pikitigushi Lake", -89, 50.5
052I08, "Little Jackfish Riv", -88.5, 50.5
052I09, "Mojikit Lake", -88.5, 50.75
052I10, "Linklater Lake", -89, 50.75
052I11, "Goldsborough Lake", -89.5, 50.75
052I12, "Wabakimi Lake", -90, 50.75
052I13, "Burntrock Lake", -90, 51
052I14, "Grayson Lake", -89.5, 51
052I15, "Whiteclay Lake", -89, 51
052I16, "D'orsonnens Lake", -88.5, 51
052J01, "Seseganaga Lake", -90.5, 50.25
052J02, "Savant Lake", -91, 50.25
052J03, Ycliff, -91.5, 50.25
052J04, "Sioux Lookout", -92, 50.25
052J05, "Expanse Lake", -92, 50.5
052J06, "Farrington Lake", -91.5, 50.5
052J07, "Kashaweogama Lake", -91, 50.5
052J08, "Wilkie Lake", -90.5, 50.5
052J09, "Neverfreeze Lake", -90.5, 50.75
052J10, "De Lesseps Lake", -91, 50.75
052J11, "St Raphael Lake", -91.5, 50.75
052J12, "Anenimus River", -92, 50.75
052J13, "Otatakan Lake", -92, 51
052J14, "Churchill Lake", -91.5, 51
052J15, "Miniss Lake", -91, 51
052J16, "Mccrea Lake", -90.5, 51
052K01, Hudson, -92.5, 50.25
052K02, "Route Lake", -93, 50.25
052K03, "Cliff Lake", -93.5, 50.25
052K04, "Big Canyon Lake", -94, 50.25
052K05, "Oak Lake", -94, 50.5
052K06, Wabaskang, -93.5, 50.5
052K07, "Mcintyre Bay", -93, 50.5
052K08, "Lac Seul", -92.5, 50.5
052K09, "Wapesi Lake", -92.5, 50.75
052K10, "Aerofoil Lake", -93, 50.75
052K11, "Ear Falls", -93.5, 50.75
052K12, "Wegg Lake", -94, 50.75
052K13, Madsen, -94, 51
052K14, "Pakwash Lake", -93.5, 51
052K15, "Bluffy Lake", -93, 51
052K16, "Papaonga Lake", -92.5, 51
052L01, "Lount Lake", -94.5, 50.25
052L02, "Whitedog Lake", -95, 50.25
052L03, "Crowduck Lake", -95.5, 50.25
052L04, Pinawa, -96, 50.25
052L05, "Pointe Du Bois", -96, 50.5
052L06, "Ryerson Lake", -95.5, 50.5
052L07, "Umfreville Lake", -95, 50.5
052L08, "Lennan Lake", -94.5, 50.5
052L09, "Sydney Lake", -94.5, 50.75
052L10, "Dowswell Lake", -95, 50.75
052L11, "Flintstone Lake", -95.5, 50.75
052L12, "Maskwa Lake", -96, 50.75
052L13, "Manigotagan Lake", -96, 51
052L14, "Garner Lake", -95.5, 51
052L15, "Rostoul Lake", -95, 51
052L16, "Medicine Stone Lake", -94.5, 51
052M01, "Pipestone Bay", -94.5, 51.25
052M02, "Murdock Lake", -95, 51.25
052M03, "Aikens Lake", -95.5, 51.25
052M04, Bissett, -96, 51.25
052M05, "North Eagle Lake", -96, 51.5
052M06, "Artery Lake", -95.5, 51.5
052M07, "Sabourin Lake", -95, 51.5
052M08, "Bigshell Lake", -94.5, 51.5
052M09, "Roderick Lake", -94.5, 51.75
052M10, "Spoonbill Lake", -95, 51.75
052M11, "Dogskin Lake", -95.5, 51.75
052M12, "Sasaginnigak Lake", -96, 51.75
052M13, "Viking Lake", -96, 52
052M14, "Family Lake", -95.5, 52
052M15, "Onepine Lake", -95, 52
052M16, "Pikangikum Lake", -94.5, 52
052N01, "Jeanette Lake", -92.5, 51.25
052N02, "Confederation Lake", -93, 51.25
052N03, "Little Trout Lake", -93.5, 51.25
052N04, "Red Lake", -94, 51.25
052N05, "Nungesser River", -94, 51.5
052N06, "Henfrey Lake", -93.5, 51.5
052N07, "Shabumeni Lake", -93, 51.5
052N08, "Birch Lake", -92.5, 51.5
052N09, "Carillon Lake", -92.5, 51.75
052N10, "Mamakwash Lake", -93, 51.75
052N11, "Pringle Lake", -93.5, 51.75
052N12, "Kirkness Lake", -94, 51.75
052N13, "Berens Lake", -94, 52
052N14, "Nechigona Lake", -93.5, 52
052N15, "Madden Lake", -93, 52
052N16, "Wigwasikak Lake", -92.5, 52
052O01, "Osnaburgh House", -90.5, 51.25
052O02, "Lake St Joseph", -91, 51.25
052O03, "Bamaji Lake", -91.5, 51.25
052O04, "Wesleyan Lake", -92, 51.25
052O05, "Zionz Lake", -92, 51.5
052O06, "Obaskaka Lake", -91.5, 51.5
052O07, "Kawinogans Lake", -91, 51.5
052O08, "Pickle Lake", -90.5, 51.5
052O09, "Tarp Lake", -90.5, 51.75
052O10, "Dobie River", -91, 51.75
052O11, "Mcvicar Lake", -91.5, 51.75
052O12, "Cat Lake", -92, 51.75
052O13, "Whitestone Lake", -92, 52
052O14, "Upturnedroot Lake", -91.5, 52
052O15, "Otoonabee Lake", -91, 52
052O16, "Mamiegowish Lake", -90.5, 52
052P01, "Sim Lake", -88.5, 51.25
052P02, "Kilbarry Lake", -89, 51.25
052P03, "Greenmantle Lake", -89.5, 51.25
052P04, "Coles Lake", -90, 51.25
052P05, "Seach Lake", -90, 51.5
052P06, "Pruner Lake", -89.5, 51.5
052P07, "Grace Lake", -89, 51.5
052P08, "Kawitos Lake", -88.5, 51.5
052P09, "Opikeigen Lake", -88.5, 51.75
052P10, "Miminiska Lake", -89, 51.75
052P11, "Crerar Lake", -89.5, 51.75
052P12, "Collishaw Lake", -90, 51.75
052P13, "Lysander Creek", -90, 52
052P14, "Jervis Bay Lake", -89.5, 52
052P15, "Ozhiski Lake", -89, 52
052P16, "Machawaian Lake", -88.5, 52
053A01, "Kabania Lake", -88.5, 52.25
053A02, "Pattle Lake", -89, 52.25
053A03, "Totogan Lake", -89.5, 52.25
053A04, "Dillen Lake", -90, 52.25
053A05, "Neawagank Lake", -90, 52.5
053A06, "Wigwascence Lake", -89.5, 52.5
053A07, "Eyes Lake", -89, 52.5
053A08, "Nankika Lake", -88.5, 52.5
053A09, "Sagiminnis Lake", -88.5, 52.75
053A10, "Sheridan Lake", -89, 52.75
053A11, "Michikenis Lake", -89.5, 52.75
053A12, "Obabigan Lake", -90, 52.75
053A13, "Big Beaver House", -90, 53
053A14, "Wunnummin Lake", -89.5, 53
053A15, "Sennett Lake", -89, 53
053A16, "Wapikopa Lake", -88.5, 53
053B01, "Menako Lakes", -90.5, 52.25
053B02, "Kecheokagan Lake", -91, 52.25
053B03, "Hinton Lake", -91.5, 52.25
053B04, "Mccauley Lake", -92, 52.25
053B05, "Shinbone Lake", -92, 52.5
053B06, "Stirland Lake", -91.5, 52.5
053B07, "Mawley Lake", -91, 52.5
053B08, "Forester Lake", -90.5, 52.5
053B09, "Opapimiskan Lake", -90.5, 52.75
053B10, "Donnelly River", -91, 52.75
053B11, "Yoyoy Lake", -91.5, 52.75
053B12, "Windigo Lake", -92, 52.75
053B13, "Nikip Lake", -92, 53
053B14, "Weagamow Lake", -91.5, 53
053B15, "North Caribou Lake", -91, 53
053B16, "Wachusk Lake", -90.5, 53
053C01, "Nabimina Lake", -92.5, 52.25
053C02, "Ollen Lake", -93, 52.25
053C03, "Sampson Lake", -93.5, 52.25
053C04, "Mcinnes Lake", -94, 52.25
053C05, "Critchell Lake", -94, 52.5
053C06, "Margot Lake", -93.5, 52.5
053C07, "Hewitt Lake", -93, 52.5
053C08, "Laughton Lake", -92.5, 52.5
053C09, "Mccoy Rivier", -92.5, 52.75
053C10, "North Spirit Lake", -93, 52.75
053C11, "Whiteloon Lake", -93.5, 52.75
053C12, "Kember Lake", -94, 52.75
053C13, "Favourable Lake", -94, 53
053C14, "Rathouse Bay", -93.5, 53
053C15, "Marugg Lake", -93, 53
053C16, "Petownikip Lake", -92.5, 53
053D01, "Old Shoes Lake", -94.5, 52.25
053D02, "Stout Lake", -95, 52.25
053D03, "Little Grand Rapids", -95.5, 52.25
053D04, "Horseshoe Lake", -96, 52.25
053D05, "Carr-Harris Lake", -96, 52.5
053D06, "Red Willow Lake", -95.5, 52.5
053D07, "Namiwan Lake", -95, 52.5
053D08, "Apps Lake", -94.5, 52.5
053D09, "Mcintosh Bay", -94.5, 52.75
053D10, "Cherrington Lake", -95, 52.75
053D11, "Kagipo Lake", -95.5, 52.75
053D12, "Lewis Lake", -96, 52.75
053D13, "Gilchrist Lake", -96, 53
053D14, "Acheetamo Lake", -95.5, 53
053D15, "Cobham Lake", -95, 53
053D16, "Borland Lake", -94.5, 53
053E01, "Varveclay Lake", -94.5, 53.25
053E02, "Gorman Lake", -95, 53.25
053E03, "Lily Pad Lake", -95.5, 53.25
053E04, "Hudwin Lake", -96, 53.25
053E05, "Namaykosogun Lake", -96, 53.5
053E06, "Cantin Lake", -95.5, 53.5
053E07, " ", -95, 53.5
053E08, "Oasis Lake", -94.5, 53.5
053E09, "Benson Bay", -94.5, 53.75
053E10, "Wapus Bay", -95, 53.75
053E11, "Wass Lake", -95.5, 53.75
053E12, "Bigstone Lake", -96, 53.75
053E13, "Kakinokamak Lake", -96, 54
053E14, "Dobbs Lake", -95.5, 54
053E15, "Island Lake", -95, 54
053E16, "York Lake", -94.5, 54
053F01, "Mizzay Bay", -92.5, 53.25
053F02, "Fidler Lake", -93, 53.25
053F03, "Kakapitam Lake", -93.5, 53.25
053F04, "Colgrove Lake", -94, 53.25
053F05, "Angekum Lake", -94, 53.5
053F06, "Peekwachana Lake", -93.5, 53.5
053F07, "Menaeko Lake", -93, 53.5
053F08, "Osaokass Lake", -92.5, 53.5
053F09, "Rottenfish River", -92.5, 53.75
053F10, "Pasateko Lake", -93, 53.75
053F11, "East Lake", -93.5, 53.75
053F12, "Hayward Lake", -94, 53.75
053F13, "Angling Lake", -94, 54
053F14, "Seeber Lake", -93.5, 54
053F15, "Pullan Lake", -93, 54
053F16, "Sachigo Lake", -92.5, 54
053G01, " ", -90.5, 53.25
053G02, "Nikitowa Lake", -91, 53.25
053G03, " ", -91.5, 53.25
053G04, "Sakwaso Lake", -92, 53.25
053G05, "Muskrat Dam Lake", -92, 53.5
053G06, "Munekun Lake", -91.5, 53.5
053G07, "Makoop Lake", -91, 53.5
053G08, " ", -90.5, 53.5
053G09, "Bug Lake", -90.5, 53.75
053G10, "Bearbone Lake", -91, 53.75
053G11, "Asipoquobah Lake", -91.5, 53.75
053G12, " ", -92, 53.75
053G13, " ", -92, 54
053G14, "Knife Lake", -91.5, 54
053G15, "Severn Lake", -91, 54
053G16, "Misikeyask Lake", -90.5, 54
053H01, "Wapikopa River", -88.5, 53.25
053H02, "Reeb Lake", -89, 53.25
053H03, "Big North Lake", -89.5, 53.25
053H04, "Kingfisher Lake", -90, 53.25
053H05, "Kaneesose Lake", -90, 53.5
053H06, "Long Dog Lake", -89.5, 53.5
053H07, " ", -89, 53.5
053H08, " ", -88.5, 53.5
053H09, "Shibogama Lake", -88.5, 53.75
053H10, "Kasabonika Lake", -89, 53.75
053H11, " ", -89.5, 53.75
053H12, "Nemeigusabins Lake", -90, 53.75
053H13, "Sandybank Lake", -90, 54
053H14, "Otter River", -89.5, 54
053H15, "Frog River", -89, 54
053H16, " ", -88.5, 54
053I01, " ", -88.5, 54.25
053I02, " ", -89, 54.25
053I03, "Crandall Falls", -89.5, 54.25
053I04, "Witegoo Lake", -90, 54.25
053I05, " ", -90, 54.5
053I06, " ", -89.5, 54.5
053I07, " ", -89, 54.5
053I08, " ", -88.5, 54.5
053I09, "Fat River", -88.5, 54.75
053I10, " ", -89, 54.75
053I11, " ", -89.5, 54.75
053I12, " ", -90, 54.75
053I13, " ", -90, 55
053I14, " ", -89.5, 55
053I15, " ", -89, 55
053I16, " ", -88.5, 55
053J01, "Pukatawagan Lakes", -90.5, 54.25
053J02, " ", -91, 54.25
053J03, "Blackbear Lake", -91.5, 54.25
053J04, "Igelstrom Lake", -92, 54.25
053J05, "Withers Lake", -92, 54.5
053J06, "Stables Lake", -91.5, 54.5
053J07, " ", -91, 54.5
053J08, " ", -90.5, 54.5
053J09, " ", -90.5, 54.75
053J10, " ", -91, 54.75
053J11, "Sherman River", -91.5, 54.75
053J12, "Ellard Lake", -92, 54.75
053J13, "Yelling Lake", -92, 55
053J14, " ", -91.5, 55
053J15, " ", -91, 55
053J16, " ", -90.5, 55
053K01, "Little Sachigo Lake", -92.5, 54.25
053K02, "Pierce Lake", -93, 54.25
053K03, "Robson Lake", -93.5, 54.25
053K04, "Red Sucker Lake", -94, 54.25
053K05, "Sharpe Lake", -94, 54.5
053K06, "Makataysip Lake", -93.5, 54.5
053K07, "Stull Lake", -93, 54.5
053K08, "Rapson Bay", -92.5, 54.5
053K09, "Ney Lake", -92.5, 54.75
053K10, "Kistigan Lake", -93, 54.75
053K11, "Edmund Lake", -93.5, 54.75
053K12, "Pesanapisko Lake", -94, 54.75
053K13, "Yellowback Island", -94, 55
053K14, "Kenyon Lake", -93.5, 55
053K15, "Atikamaykus Lake", -93, 55
053K16, "Umisko Lake", -92.5, 55
053L01, "Mistuhe Lake", -94.5, 54.25
053L02, "Kakeenukamak Lake", -95, 54.25
053L03, "Opom Lake", -95.5, 54.25
053L04, "Nikik Lake", -96, 54.25
053L05, "Bolton Lake", -96, 54.5
053L06, "Joint Lake", -95.5, 54.5
053L07, "Kanuchuan Rapids", -95, 54.5
053L08, "Murray Lake", -94.5, 54.5
053L09, "Gods Lake", -94.5, 54.75
053L10, "Vermilyea Lake", -95, 54.75
053L11, "Munro Lake", -95.5, 54.75
053L12, "Windy Lake", -96, 54.75
053L13, "Carghill Island", -96, 55
053L14, "Oxford House", -95.5, 55
053L15, "Knee Lake", -95, 55
053L16, "Mcivor Lake", -94.5, 55
053M01, "Makakaysip Lake", -94.5, 55.25
053M02, "Mines Point", -95, 55.25
053M03, "Whitemud Lake", -95.5, 55.25
053M04, "Powstick Lake", -96, 55.25
053M05, "Cuddle Lake", -96, 55.5
053M06, "Schwatka Lake", -95.5, 55.5
053M07, "Elsworth Lake", -95, 55.5
053M08, "Wilsie Lake", -94.5, 55.5
053M09, "Stupart Lake", -94.5, 55.75
053M10, "Palmer Lake", -95, 55.75
053M11, "Ransom Lake", -95.5, 55.75
053M12, "High Hill Lake", -96, 55.75
053M13, "War Lake", -96, 56
053M14, "Hubley Lake", -95.5, 56
053M15, "Hawes Lake", -95, 56
053M16, "Couture Lake", -94.5, 56
053N01, " ", -92.5, 55.25
053N02, "Red Cross Lake", -93, 55.25
053N03, "White Goose Lake", -93.5, 55.25
053N04, "Semmens River", -94, 55.25
053N05, "Oskatukaw Lake", -94, 55.5
053N06, "Patch Lake", -93.5, 55.5
053N07, "South Opuskiamishes", -93, 55.5
053N08, " ", -92.5, 55.5
053N09, "Deer Neck Island", -92.5, 55.75
053N10, "East Niska Lake", -93, 55.75
053N11, "Michiskan Lake", -93.5, 55.75
053N12, "Kinosewkenaw Lake", -94, 55.75
053N13, "Kekayaw River", -94, 56
053N14, "Yakawosis Creek", -93.5, 56
053N15, " ", -93, 56
053N16, Shamattawa, -92.5, 56
053O01, "Keeskwabitchow Lake", -90.5, 55.25
053O02, " ", -91, 55.25
053O03, "Pasquatchai River", -91.5, 55.25
053O04, " ", -92, 55.25
053O05, " ", -92, 55.5
053O06, "Redhead Lakes", -91.5, 55.5
053O07, "Onigam Lake", -91, 55.5
053O08, " ", -90.5, 55.5
053O09, " ", -90.5, 55.75
053O10, " ", -91, 55.75
053O11, "Pechabau River", -91.5, 55.75
053O12, " ", -92, 55.75
053O13, "Peckinow River", -92, 56
053O14, " ", -91.5, 56
053O15, "Sombert Lake", -91, 56
053O16, "Hosea Lake", -90.5, 56
053P01, " ", -88.5, 55.25
053P02, "Goose Island", -89, 55.25
053P03, "Many Branches Lake", -89.5, 55.25
053P04, "Whitefish Lake", -90, 55.25
053P05, " ", -90, 55.5
053P06, "Mathew Lake", -89.5, 55.5
053P07, " ", -89, 55.5
053P08, "Usiske River", -88.5, 55.5
053P09, " ", -88.5, 55.75
053P10, " ", -89, 55.75
053P11, " ", -89.5, 55.75
053P12, " ", -90, 55.75
053P13, "Niskibi Lake", -90, 56
053P14, " ", -89.5, 56
053P15, " ", -89, 56
053P16, " ", -88.5, 56
054A01, " ", -88.5, 56.25
054A02, " ", -89, 56.25
054A03, "Mistahayo Lake", -89.5, 56.25
054A04, "Mansemeigos Creek", -90, 56.25
054A05, "Commission Lake", -90, 56.5
054A06, " ", -89.5, 56.5
054A07, " ", -89, 56.5
054A08, "Majikun Creek", -88.5, 56.5
054A09, "Tamuna River", -88.5, 56.75
054A10, "Mintiagan Creek", -89, 56.75
054A11, " ", -89.5, 56.75
054A12, " ", -90, 56.75
054A13, "Kataawi Creek", -90, 57
054A14, "Milk Creek", -89.5, 57
054A15, "West Pen Island", -89, 57
054B01, "Spector Lake", -90.5, 56.25
054B02, "Callan Lake", -91, 56.25
054B03, "Burgess Lake", -91.5, 56.25
054B04, "Pryor Lake", -92, 56.25
054B05, "Adie Creek", -92, 56.5
054B06, "Kiln Creek", -91.5, 56.5
054B07, "Bouchard Lake", -91, 56.5
054B08, "Forsberg Lake", -90.5, 56.5
054B09, "Neufeld Lake", -90.5, 56.75
054B10, "Minaker Lake", -91, 56.75
054B11, "Schroeder Lake", -91.5, 56.75
054B12, "Tagg Creek", -92, 56.75
054B13, " ", -92, 57
054B14, "Fargey Creek", -91.5, 57
054B15, " ", -91, 57
054B16, "Comeault Creek", -90.5, 57
054C01, "Wigwam Creek", -92.5, 56.25
054C02, "Bilodeau Lake", -93, 56.25
054C03, "Chura Lake", -93.5, 56.25
054C04, "Whalen Lake", -94, 56.25
054C05, "Fifer Lake", -94, 56.5
054C06, "Bastable Lake", -93.5, 56.5
054C07, "Caruso Lake", -93, 56.5
054C08, "Robidoux Lake", -92.5, 56.5
054C09, "Tawns Creek", -92.5, 56.75
054C10, "Prost Creek", -93, 56.75
054C11, "Panco Lake", -93.5, 56.75
054C12, "Merrick Lake", -94, 56.75
054C13, "Broten Lake", -94, 57
054C14, "Deer Island", -93.5, 57
054C15, "Gillam Island", -93, 57
054C16, "Fishing Island", -92.5, 57
054D01, "Lenora Lake", -94.5, 56.25
054D02, "Kettle Lake", -95, 56.25
054D03, "Butnau Lake", -95.5, 56.25
054D04, Ilford, -96, 56.25
054D05, "Birthday Rapids", -96, 56.5
054D06, "Gull Rapids", -95.5, 56.5
054D07, "Kettle Rapids", -95, 56.5
054D08, "Brooks Creek", -94.5, 56.5
054D09, Amery, -94.5, 56.75
054D10, " ", -95, 56.75
054D11, " ", -95.5, 56.75
054D12, "Limestone Lake", -96, 56.75
054D13, "Recluse Lake", -96, 57
054D14, "Whitecap Lake", -95.5, 57
054D15, "Myre Lake", -95, 57
054D16, "Weir River", -94.5, 57
054E01, Silcox, -94.5, 57.25
054E02, "Mistake Lake", -95, 57.25
054E03, "Whiting Lake", -95.5, 57.25
054E04, "Embleton Lake", -96, 57.25
054E05, "Mountain Rapids", -96, 57.5
054E06, "Downer Lake", -95.5, 57.5
054E07, "Fly Lake", -95, 57.5
054E08, Herchmer, -94.5, 57.5
054E09, O'day, -94.5, 57.75
054E10, "Turcotte Lake", -95, 57.75
054E11, "Bradshaw Lake", -95.5, 57.75
054E12, "Comeau Lake", -96, 57.75
054E13, "Gresham Lake", -96, 58
054E14, "Braden Lake", -95.5, 58
054E15, "Laforte Creek", -95, 58
054E16, Belcher, -94.5, 58
054F01, "York Factory", -92.5, 57.25
054F02, "Woodcock Creek", -93, 57.25
054F03, " ", -93.5, 57.25
054F04, "Dewar Lake", -94, 57.25
054F05, "Brezino Creek", -94, 57.5
054F06, "Roberge Lake", -93.5, 57.5
054F07, "White Bear Creek", -93, 57.5
054F08, " ", -92.5, 57.5
054F09, " ", -92.5, 57.75
054F10, "Rupert Creek", -93, 57.75
054F11, "Brady Lake", -93.5, 57.75
054F12, "Hoot Creek", -94, 57.75
054F13, "Beale Creek", -94, 58
054F14, "Skidmore Lake", -93.5, 58
054F15, "Owl River", -93, 58
054G01, "Pemichiwunatapo Cr.", -90.5, 57.25
054G02, "Nayaskayow Creek", -91, 57.25
054G03, "Ghiman River", -91.5, 57.25
054G04, "Fourteens River", -92, 57.25
054G06, " ", -91.5, 57.5
